ticker,year,statement,line_item,question,answer
ADP,2023,income_statement,Cost Of Revenue,What was ADP's Cost Of Revenue in 2023?,ADP's Cost Of Revenue in 2023 was $-8.66 billion (USD).
ADP,2023,income_statement,Revenue,What was ADP's Revenue in 2023?,ADP's Revenue in 2023 was $18.01 billion (USD).
ADP,2023,cash_flow,Net Income/ Starting Line,What was ADP's Net Income/ Starting Line in 2023?,ADP's Net Income/ Starting Line in 2023 was $3.41 billion (USD).
ADP,2023,income_statement,Net Income,What was ADP's Net Income in 2023?,ADP's Net Income in 2023 was $3.41 billion (USD).
ADP,2023,income_statement,Net Income ( Common),What was ADP's Net Income ( Common) in 2023?,ADP's Net Income ( Common) in 2023 was $3.41 billion (USD).
ADP,2023,income_statement,Gross Profit,What was ADP's Gross Profit in 2023?,ADP's Gross Profit in 2023 was $9.35 billion (USD).
ADP,2023,income_statement,Non- Operating Income ( Loss),What was ADP's Non- Operating Income ( Loss) in 2023?,ADP's Non- Operating Income ( Loss) in 2023 was $-69.80 million (USD).
ADP,2023,income_statement,Operating Income ( Loss),What was ADP's Operating Income ( Loss) in 2023?,ADP's Operating Income ( Loss) in 2023 was $4.51 billion (USD).
ADP,2023,balance_sheet,Total Assets,What was ADP's Total Assets in 2023?,ADP's Total Assets in 2023 was $50.97 billion (USD).
ADP,2023,balance_sheet,Total Liabilities,What was ADP's Total Liabilities in 2023?,ADP's Total Liabilities in 2023 was $47.46 billion (USD).
ADP,2023,balance_sheet,Total Liabilities & Equity,What was ADP's Total Liabilities & Equity in 2023?,ADP's Total Liabilities & Equity in 2023 was $50.97 billion (USD).
ADP,2023,income_statement,Revenue,"In 2023, what was ADP's Revenue (Income Statement)?","In 2023, ADP's Revenue was $18.01 billion (USD)."
ADP,2023,income_statement,Gross Profit,"In 2023, what was ADP's Gross Profit (Income Statement)?","In 2023, ADP's Gross Profit was $9.35 billion (USD)."
ADP,2023,income_statement,Cost Of Revenue,"In 2023, what was ADP's Cost Of Revenue (Income Statement)?","In 2023, ADP's Cost Of Revenue was $-8.66 billion (USD)."
ADP,2023,income_statement,Operating Expenses,"In 2023, what was ADP's Operating Expenses (Income Statement)?","In 2023, ADP's Operating Expenses was $-4.85 billion (USD)."
ADP,2023,income_statement,Operating Income ( Loss),"In 2023, what was ADP's Operating Income ( Loss) (Income Statement)?","In 2023, ADP's Operating Income ( Loss) was $4.51 billion (USD)."
ADP,2023,income_statement,"Pretax Income ( Loss), Adj.","In 2023, what was ADP's Pretax Income ( Loss), Adj. (Income Statement)?","In 2023, ADP's Pretax Income ( Loss), Adj. was $4.44 billion (USD)."
ADP,2023,income_statement,Pretax Income ( Loss),"In 2023, what was ADP's Pretax Income ( Loss) (Income Statement)?","In 2023, ADP's Pretax Income ( Loss) was $4.44 billion (USD)."
ADP,2023,income_statement,"Selling, General & Administrative","In 2023, what was ADP's Selling, General & Administrative (Income Statement)?","In 2023, ADP's Selling, General & Administrative was $-3.55 billion (USD)."
ADP,2023,income_statement,Net Income ( Common),"In 2023, what was ADP's Net Income ( Common) (Income Statement)?","In 2023, ADP's Net Income ( Common) was $3.41 billion (USD)."
ADP,2023,income_statement,Income ( Loss) From Continuing Operations,"In 2023, what was ADP's Income ( Loss) From Continuing Operations (Income Statement)?","In 2023, ADP's Income ( Loss) From Continuing Operations was $3.41 billion (USD)."
ADP,2023,income_statement,Net Income,"In 2023, what was ADP's Net Income (Income Statement)?","In 2023, ADP's Net Income was $3.41 billion (USD)."
ADP,2023,income_statement,"Income Tax ( Expense) Benefit, Net","In 2023, what was ADP's Income Tax ( Expense) Benefit, Net (Income Statement)?","In 2023, ADP's Income Tax ( Expense) Benefit, Net was $-1.03 billion (USD)."
ADP,2023,balance_sheet,Total Liabilities & Equity,"In 2023, what was ADP's Total Liabilities & Equity (Balance Sheet)?","In 2023, ADP's Total Liabilities & Equity was $50.97 billion (USD)."
ADP,2023,balance_sheet,Total Assets,"In 2023, what was ADP's Total Assets (Balance Sheet)?","In 2023, ADP's Total Assets was $50.97 billion (USD)."
ADP,2023,balance_sheet,Total Liabilities,"In 2023, what was ADP's Total Liabilities (Balance Sheet)?","In 2023, ADP's Total Liabilities was $47.46 billion (USD)."
ADP,2023,balance_sheet,Total Current Liabilities,"In 2023, what was ADP's Total Current Liabilities (Balance Sheet)?","In 2023, ADP's Total Current Liabilities was $42.77 billion (USD)."
ADP,2023,balance_sheet,Total Current Assets,"In 2023, what was ADP's Total Current Assets (Balance Sheet)?","In 2023, ADP's Total Current Assets was $42.17 billion (USD)."
ADP,2023,balance_sheet,Retained Earnings,"In 2023, what was ADP's Retained Earnings (Balance Sheet)?","In 2023, ADP's Retained Earnings was $22.12 billion (USD)."
ADP,2023,balance_sheet,Treasury Stock,"In 2023, what was ADP's Treasury Stock (Balance Sheet)?","In 2023, ADP's Treasury Stock was $-18.47 billion (USD)."
ADP,2023,balance_sheet,Total Noncurrent Assets,"In 2023, what was ADP's Total Noncurrent Assets (Balance Sheet)?","In 2023, ADP's Total Noncurrent Assets was $8.80 billion (USD)."
ADP,2023,balance_sheet,Other Long Term Assets,"In 2023, what was ADP's Other Long Term Assets (Balance Sheet)?","In 2023, ADP's Other Long Term Assets was $8.12 billion (USD)."
ADP,2023,balance_sheet,Total Noncurrent Liabilities,"In 2023, what was ADP's Total Noncurrent Liabilities (Balance Sheet)?","In 2023, ADP's Total Noncurrent Liabilities was $4.69 billion (USD)."
ADP,2023,balance_sheet,Payables & Accruals,"In 2023, what was ADP's Payables & Accruals (Balance Sheet)?","In 2023, ADP's Payables & Accruals was $3.94 billion (USD)."
ADP,2023,balance_sheet,Total Equity,"In 2023, what was ADP's Total Equity (Balance Sheet)?","In 2023, ADP's Total Equity was $3.51 billion (USD)."
ADP,2023,cash_flow,Net Cash From Financing Activities,"In 2023, what was ADP's Net Cash From Financing Activities (Cash Flow)?","In 2023, ADP's Net Cash From Financing Activities was $-15.68 billion (USD)."
ADP,2023,cash_flow,Net Change In Cash,"In 2023, what was ADP's Net Change In Cash (Cash Flow)?","In 2023, ADP's Net Change In Cash was $-14.01 billion (USD)."
ADP,2023,cash_flow,Net Change In Long Term Investment,"In 2023, what was ADP's Net Change In Long Term Investment (Cash Flow)?","In 2023, ADP's Net Change In Long Term Investment was $-6.62 billion (USD)."
ADP,2023,cash_flow,Net Cash From Operating Activities,"In 2023, what was ADP's Net Cash From Operating Activities (Cash Flow)?","In 2023, ADP's Net Cash From Operating Activities was $4.21 billion (USD)."
ADP,2023,cash_flow,Net Income/ Starting Line,"In 2023, what was ADP's Net Income/ Starting Line (Cash Flow)?","In 2023, ADP's Net Income/ Starting Line was $3.41 billion (USD)."
ADP,2023,cash_flow,Net Cash From Investing Activities,"In 2023, what was ADP's Net Cash From Investing Activities (Cash Flow)?","In 2023, ADP's Net Cash From Investing Activities was $-2.52 billion (USD)."
ADP,2023,cash_flow,Dividends Paid,"In 2023, what was ADP's Dividends Paid (Cash Flow)?","In 2023, ADP's Dividends Paid was $-1.90 billion (USD)."
ADP,2023,cash_flow,Non- Cash Items,"In 2023, what was ADP's Non- Cash Items (Cash Flow)?","In 2023, ADP's Non- Cash Items was $1.19 billion (USD)."
ADP,2023,cash_flow,Cash From ( Repurchase Of) Equity,"In 2023, what was ADP's Cash From ( Repurchase Of) Equity (Cash Flow)?","In 2023, ADP's Cash From ( Repurchase Of) Equity was $-1.03 billion (USD)."
ADP,2023,cash_flow,Change In Working Capital,"In 2023, what was ADP's Change In Working Capital (Cash Flow)?","In 2023, ADP's Change In Working Capital was $-938.70 million (USD)."
ADP,2023,cash_flow,Change In Fixed Assets & Intangibles,"In 2023, what was ADP's Change In Fixed Assets & Intangibles (Cash Flow)?","In 2023, ADP's Change In Fixed Assets & Intangibles was $-571.60 million (USD)."
ADP,2023,cash_flow,Depreciation & Amortization,"In 2023, what was ADP's Depreciation & Amortization (Cash Flow)?","In 2023, ADP's Depreciation & Amortization was $549.30 million (USD)."
ADP,2024,income_statement,Cost Of Revenue,What was ADP's Cost Of Revenue in 2024?,ADP's Cost Of Revenue in 2024 was $-9.05 billion (USD).
ADP,2024,income_statement,Revenue,What was ADP's Revenue in 2024?,ADP's Revenue in 2024 was $19.20 billion (USD).
ADP,2024,cash_flow,Net Income/ Starting Line,What was ADP's Net Income/ Starting Line in 2024?,ADP's Net Income/ Starting Line in 2024 was $3.75 billion (USD).
ADP,2024,income_statement,Net Income,What was ADP's Net Income in 2024?,ADP's Net Income in 2024 was $3.75 billion (USD).
ADP,2024,income_statement,Net Income ( Common),What was ADP's Net Income ( Common) in 2024?,ADP's Net Income ( Common) in 2024 was $3.75 billion (USD).
ADP,2024,income_statement,Gross Profit,What was ADP's Gross Profit in 2024?,ADP's Gross Profit in 2024 was $10.15 billion (USD).
ADP,2024,income_statement,Non- Operating Income ( Loss),What was ADP's Non- Operating Income ( Loss) in 2024?,ADP's Non- Operating Income ( Loss) in 2024 was $-74.70 million (USD).
ADP,2024,income_statement,Operating Income ( Loss),What was ADP's Operating Income ( Loss) in 2024?,ADP's Operating Income ( Loss) in 2024 was $4.95 billion (USD).
ADP,2024,balance_sheet,Total Assets,What was ADP's Total Assets in 2024?,ADP's Total Assets in 2024 was $54.36 billion (USD).
ADP,2024,balance_sheet,Total Liabilities,What was ADP's Total Liabilities in 2024?,ADP's Total Liabilities in 2024 was $49.82 billion (USD).
ADP,2024,balance_sheet,Total Liabilities & Equity,What was ADP's Total Liabilities & Equity in 2024?,ADP's Total Liabilities & Equity in 2024 was $54.36 billion (USD).
ADP,2024,income_statement,Revenue,"In 2024, what was ADP's Revenue (Income Statement)?","In 2024, ADP's Revenue was $19.20 billion (USD)."
ADP,2024,income_statement,Gross Profit,"In 2024, what was ADP's Gross Profit (Income Statement)?","In 2024, ADP's Gross Profit was $10.15 billion (USD)."
ADP,2024,income_statement,Cost Of Revenue,"In 2024, what was ADP's Cost Of Revenue (Income Statement)?","In 2024, ADP's Cost Of Revenue was $-9.05 billion (USD)."
ADP,2024,income_statement,Operating Expenses,"In 2024, what was ADP's Operating Expenses (Income Statement)?","In 2024, ADP's Operating Expenses was $-5.21 billion (USD)."
ADP,2024,income_statement,Operating Income ( Loss),"In 2024, what was ADP's Operating Income ( Loss) (Income Statement)?","In 2024, ADP's Operating Income ( Loss) was $4.95 billion (USD)."
ADP,2024,income_statement,"Pretax Income ( Loss), Adj.","In 2024, what was ADP's Pretax Income ( Loss), Adj. (Income Statement)?","In 2024, ADP's Pretax Income ( Loss), Adj. was $4.87 billion (USD)."
ADP,2024,income_statement,Pretax Income ( Loss),"In 2024, what was ADP's Pretax Income ( Loss) (Income Statement)?","In 2024, ADP's Pretax Income ( Loss) was $4.87 billion (USD)."
ADP,2024,income_statement,"Selling, General & Administrative","In 2024, what was ADP's Selling, General & Administrative (Income Statement)?","In 2024, ADP's Selling, General & Administrative was $-3.78 billion (USD)."
ADP,2024,income_statement,Net Income ( Common),"In 2024, what was ADP's Net Income ( Common) (Income Statement)?","In 2024, ADP's Net Income ( Common) was $3.75 billion (USD)."
ADP,2024,income_statement,Income ( Loss) From Continuing Operations,"In 2024, what was ADP's Income ( Loss) From Continuing Operations (Income Statement)?","In 2024, ADP's Income ( Loss) From Continuing Operations was $3.75 billion (USD)."
ADP,2024,income_statement,Net Income,"In 2024, what was ADP's Net Income (Income Statement)?","In 2024, ADP's Net Income was $3.75 billion (USD)."
